account,type,residence,date_joined,indication_coupon,first_deposit_amount,first_deposit_date,first_transaction_amount,first_transaction_date,balance_amount
1145,type_1,id,2017-04-23,166,100.0,2017-05-17,2.01,2017-05-25,98.99
2253,type_1,id,2018-07-18,308,,,,,
2317,type_1,id,2018-08-14,308,100.0,2018-08-20,0.403765432098765,2018-08-20,197.86
4559,type_6,id,2018-03-24,308,9090.91,2018-03-24,168.387083333333,2018-03-24,939.819999999996
3269,type_6,id,2017-05-20,22,9090.91,2017-05-20,433.333333333333,2017-05-20,-91176.04
5562,type_6,br,2018-09-19,308,9090.91,2018-09-19,1.0,2018-10-18,7267.16
3842,type_6,mm,2017-10-23,308,9090.91,2017-10-23,,,-90909.09
2716,type_4,gb,2017-03-22,164,755.66,2017-03-23,1897.83,2017-04-18,-18349.31
1283,type_1,br,2017-08-25,247,60.0,2018-02-06,0.187142857142857,2018-02-06,102.27
3880,type_6,ng,2017-11-01,308,9090.91,2017-11-01,,,-90909.09
4734,type_6,ng,2018-04-27,308,9090.91,2018-04-27,1.12,2018-05-01,9090.22
4243,type_6,id,2018-01-20,308,9090.91,2018-01-20,,,9090.91
4558,type_6,"",2018-03-24,308,9090.91,2018-03-24,,,9090.91
1777,type_1,id,2018-02-05,308,,,,,
2458,type_1,ve,2018-10-04,308,11.47,2018-10-04,0.118333333333333,2018-10-06,30.23
1401,type_1,id,2017-10-15,5,,,,,
5966,type_6,th,2018-12-06,308,9090.91,2018-12-06,,,9090.91
1888,type_1,dz,2018-03-11,41,,,,,
4450,type_6,br,2018-03-06,257,9090.91,2018-03-06,1.89297872340426,2018-03-12,7619.06
1975,type_1,id,2018-04-07,308,100.0,2018-04-09,0.148582089552239,2018-04-09,-322.2
1550,type_1,ng,2017-11-28,308,,,,,
3193,type_6,ru,2017-04-25,308,9090.91,2017-04-25,23.007182320442,2017-04-25,-183520.54
1555,type_1,lk,2017-11-29,41,,,,,
2814,type_6,fr,2017-01-17,308,9090.91,2017-01-17,,,-90909.09
4218,type_6,ru,2018-01-15,308,9090.91,2018-01-15,0.26,2018-01-31,5257.14
1113,type_1,ru,2017-04-03,48,100.0,2017-04-03,0.22,2017-04-04,1869.4
2804,type_6,id,2017-01-15,308,9090.91,2017-01-15,5.0,2017-01-15,-490913.16
2805,type_6,ru,2017-01-16,308,9090.91,2017-01-16,1.2003125,2017-01-17,-1190891.98
1789,type_1,co,2018-02-09,82,60.42,2018-02-10,,,60.42
2272,type_1,ng,2018-07-23,308,1700.0,2018-07-25,3.01,2018-07-25,2111.01
2722,type_4,gb,2017-05-24,308,,,,,
4650,type_6,"",2018-04-11,308,9090.91,2018-04-11,1.08333333333333,2018-04-12,9090.48
4058,type_6,gb,2017-12-12,308,9090.91,2017-12-12,,,-90909.09
3410,type_6,de,2017-06-30,308,9090.91,2017-06-30,,,-90909.09
3518,type_6,id,2017-07-28,308,9090.91,2017-07-28,7.63,2017-07-28,-591366.02
2175,type_1,co,2018-06-23,308,18563.69,2018-07-02,,,-19726.33
3630,type_6,ru,2017-08-26,308,9090.91,2017-08-26,6.27345454545455,2017-08-26,-90971.86
4387,type_6,de,2018-02-23,308,9090.91,2018-02-23,,,9090.91
5186,type_6,"",2018-07-11,308,9090.91,2018-07-11,2.0,2018-07-11,9090.0
3895,type_6,gb,2017-11-06,308,9090.91,2017-11-06,,,-90909.09
3589,type_6,ca,2017-08-13,308,9090.91,2017-08-13,0.513333333333333,2017-08-13,-90909.64
4390,type_6,id,2018-02-24,23,9090.91,2018-02-24,,,9090.91
5129,type_6,id,2018-07-04,308,9090.91,2018-07-04,150.5,2018-07-04,8487.19
2169,type_1,ru,2018-06-22,308,700.0,2018-07-10,2.82153846153846,2018-07-10,-86.5500000000001
3122,type_6,lk,2017-04-10,308,9090.91,2017-04-10,32.6792857142857,2017-04-10,-191234.67
3445,type_6,sk,2017-07-11,308,9090.91,2017-07-11,1.07,2017-07-11,-190909.6
1990,type_1,co,2018-04-12,307,,,,,
3580,type_6,br,2017-08-10,308,9090.91,2017-08-10,20.0,2017-08-10,-391009.21
1926,type_1,br,2018-03-24,301,,,,,
5065,type_6,"",2018-06-25,308,9090.91,2018-06-25,,,9090.91
2728,type_4,gb,2017-12-30,116,,,,,
1572,type_1,id,2017-12-04,308,,,,,
2537,type_1,so,2018-11-07,308,,,,,
5727,type_6,ru,2018-10-18,308,9090.91,2018-10-18,1.0,2018-10-18,9091.0
2327,type_1,vn,2018-08-19,308,3202.84,2018-08-19,1.34642857142857,2018-08-19,84549.57
4991,type_6,id,2018-06-13,308,9090.91,2018-06-13,0.308695652173913,2018-06-22,9083.07
1502,type_1,in,2017-11-15,308,,,,,
3611,type_6,id,2017-08-20,308,9090.91,2017-08-20,1.515,2017-08-20,-90909.83
5823,type_6,id,2018-11-05,308,9090.91,2018-11-05,3.77,2018-11-05,9080.18
5029,type_6,be,2018-06-19,308,9090.91,2018-06-19,,,9090.91
4969,type_6,"",2018-06-08,308,9090.91,2018-06-08,2.0,2018-06-08,9089.69
3995,type_6,id,2017-11-27,308,9090.91,2017-11-27,0.1,2017-11-30,-290911.24
3648,type_6,ru,2017-08-31,308,9090.91,2017-08-31,0.951891891891892,2017-08-31,-890957.49
3405,type_6,id,2017-06-28,308,9090.91,2017-06-28,0.753846153846154,2017-07-06,-190911.02
4922,type_6,co,2018-05-31,308,9090.91,2018-05-31,,,9090.91
2505,type_1,za,2018-10-22,308,,,,,
2948,type_6,ru,2017-02-23,308,9090.91,2017-02-23,1.1,2017-02-23,-90909.76
1384,type_1,ru,2017-10-09,240,,,,,
2068,type_1,lk,2018-05-10,308,79.83,2018-10-10,0.3,2018-10-10,54.7
3377,type_6,gb,2017-06-18,308,9090.91,2017-06-18,,,-90909.09
2432,type_1,br,2018-09-27,308,,,,,
3560,type_6,ru,2017-08-06,117,9090.91,2017-08-06,1.03,2017-08-06,-90909.72
5302,type_6,bd,2018-08-01,308,9090.91,2018-08-01,0.174472361809045,2018-08-01,8969.03
1348,type_1,id,2017-09-20,308,,,,,
1884,type_1,id,2018-03-10,308,352.1,2018-03-13,0.2,2018-03-13,-3577.28
2007,type_1,co,2018-04-17,308,8436.55,2018-05-12,9.6,2018-05-31,-132.080000000002
4428,type_6,id,2018-03-03,308,9090.91,2018-03-03,,,9090.91
3156,type_6,id,2017-04-20,308,9090.91,2017-04-20,0.98125,2017-07-05,-190910.77
5136,type_6,id,2018-07-04,308,9090.91,2018-07-04,,,9090.91
3340,type_6,ua,2017-06-08,308,9090.91,2017-06-08,27.0275,2017-06-08,-190975.12
4061,type_6,in,2017-12-12,116,9090.91,2017-12-12,,,-90909.09
4463,type_6,"",2018-03-08,308,9090.91,2018-03-08,,,9090.91
2799,type_6,id,2017-01-14,308,9090.91,2017-01-14,524.123,2017-01-14,-792302.77
5862,type_6,do,2018-11-14,308,9090.91,2018-11-14,2.0,2018-11-14,9088.52
2149,type_1,mx,2018-06-13,308,338.45,2018-06-13,,,-495.12
1498,type_1,id,2017-11-14,308,,,,,
4309,type_6,id,2018-02-04,308,9090.91,2018-02-04,40.696,2018-02-06,27518.0600000001
1208,type_1,ng,2017-07-04,308,1000.0,2017-07-04,1.005,2017-07-05,-3043.41
3318,type_6,id,2017-06-02,308,9090.91,2017-06-02,5.49585858585859,2017-06-02,-191056.64
4877,type_6,de,2018-05-24,308,9090.91,2018-05-24,,,9090.91
2292,type_1,id,2018-08-03,308,250.3,2018-08-03,,,-5171.84
5160,type_6,"",2018-07-07,308,9090.91,2018-07-07,,,9090.91
2315,type_1,ng,2018-08-14,308,,,,,
5082,type_6,ng,2018-06-28,308,9090.91,2018-06-28,,,9090.91
4988,type_6,br,2018-06-12,308,9090.91,2018-06-12,85.94,2018-06-12,9004.97
3010,type_6,ru,2017-03-12,156,9090.91,2017-03-12,78.4164285714286,2017-03-16,-3693539.41
4765,type_6,id,2018-05-04,308,9090.91,2018-05-04,0.93875,2018-05-04,9088.18
5405,type_6,mx,2018-08-22,308,9090.91,2018-08-22,,,9090.91
5540,type_6,"",2018-09-14,308,9090.91,2018-09-14,2.0,2018-09-14,9091.19
4281,type_6,gb,2018-01-30,116,9090.91,2018-01-30,,,9090.91
4694,type_6,"",2018-04-20,308,9090.91,2018-04-20,1.08,2018-04-20,9089.56
3344,type_6,lk,2017-06-09,308,9090.91,2017-06-09,0.17,2017-06-23,-4893536.62
2579,type_1,vn,2018-11-25,308,,,,,
2289,type_1,ve,2018-08-02,308,1016.09,2018-08-03,0.265,2018-10-05,1015.96
5702,type_6,"",2018-10-13,308,9090.91,2018-10-13,2.0,2018-10-13,9091.49
4081,type_6,ve,2017-12-15,308,9090.91,2017-12-15,41.61,2017-12-26,-6496438.49
1409,type_1,bo,2017-10-18,267,15000.0,2017-10-19,2.22666666666667,2017-10-19,32032.46
3407,type_6,it,2017-06-28,308,9090.91,2017-06-28,5.6,2017-06-28,-290947.77
2539,type_1,br,2018-11-07,308,50.0,2018-11-10,0.135833333333333,2018-11-10,49.51
4017,type_6,ua,2017-12-01,308,9090.91,2017-12-01,0.976666666666667,2017-12-01,-290910.88
1554,type_1,sn,2017-11-28,103,,,,,
4415,type_6,ph,2018-03-01,308,9090.91,2018-03-01,,,9090.91
2870,type_6,id,2017-02-01,22,9090.91,2017-02-01,1.24666666666667,2017-02-09,-2708716.58
3467,type_6,id,2017-07-14,308,9090.91,2017-07-14,1260.0,2017-07-14,-844776.84
4663,type_6,gh,2018-04-13,308,9090.91,2018-04-13,76.7822222222222,2018-04-14,8838.23
3800,type_6,id,2017-10-13,308,9090.91,2017-10-13,10.4,2017-10-13,-190929.89
1696,type_1,za,2018-01-10,36,150.0,2018-01-10,0.57,2018-01-10,242.59
1414,type_1,ph,2017-10-20,308,175.5,2018-02-20,1.00333333333333,2018-02-20,-11775.47
3106,type_6,ru,2017-04-07,308,9090.91,2017-04-07,,,-90909.09
5982,type_6,"",2018-12-10,308,9090.91,2018-12-10,4.28571428571429,2018-12-10,9076.95
3977,type_6,ve,2017-11-23,41,9090.91,2017-11-23,0.11,2017-11-23,-90909.22
2313,type_1,id,2018-08-13,308,,,,,
1086,type_1,ua,2017-03-11,14,1000.0,2017-03-11,2.46191666666667,2017-03-11,14950.53
5716,type_6,co,2018-10-16,308,9090.91,2018-10-16,,,9090.91
2545,type_1,ng,2018-11-10,308,,,,,
2379,type_1,id,2018-09-11,308,,,,,
1837,type_1,eg,2018-02-26,308,,,,,
3495,type_6,in,2017-07-22,308,9090.91,2017-07-22,1.03,2017-07-22,-90909.33
4032,type_6,vn,2017-12-07,41,9090.91,2017-12-07,9.14166666666667,2017-12-28,-991180.86
3139,type_6,id,2017-04-14,308,9090.91,2017-04-14,8.812,2017-04-15,-3410303.64
4190,type_6,id,2018-01-08,308,9090.91,2018-01-08,7.38566666666667,2018-01-09,9044.31
1961,type_1,ci,2018-04-02,308,,,,,
4051,type_6,id,2017-12-11,308,9090.91,2017-12-11,,,-90909.09
1493,type_1,br,2017-11-13,181,,,,,
3472,type_6,id,2017-07-15,222,9090.91,2017-07-15,2.29014925373134,2017-07-15,-1391041.96
4721,type_6,"",2018-04-24,308,9090.91,2018-04-24,1.1,2018-04-24,9091.01
2965,type_6,gb,2017-02-26,308,9090.91,2017-02-26,,,-90909.09
1547,type_1,id,2017-11-28,308,,,,,
3131,type_6,id,2017-04-13,308,9090.91,2017-04-13,1.03,2017-04-13,-2591259.53
3745,type_6,br,2017-09-29,102,9090.91,2017-09-29,,,-90909.09
5503,type_6,za,2018-09-07,308,9090.91,2018-09-07,,,9090.91
5320,type_6,vn,2018-08-04,308,9090.91,2018-08-04,2.0,2018-08-04,9090.85
4975,type_6,kh,2018-06-09,308,9090.91,2018-06-09,,,9090.91
2736,type_4,gb,2018-07-30,308,396.91,2018-07-30,385.63,2018-08-01,202.69
5403,type_6,br,2018-08-22,308,9090.91,2018-08-22,50.536724137931,2018-08-22,6715.35
2792,type_6,ru,2017-01-12,308,9090.91,2017-01-12,,,-90909.09
4115,type_6,id,2017-12-23,308,9090.91,2017-12-23,,,9090.91
4431,type_6,id,2018-03-04,308,9090.91,2018-03-04,,,9090.91
5060,type_6,am,2018-06-25,308,9090.91,2018-06-25,0.115944055944056,2018-06-25,9018.56
2657,type_2,fr,2018-09-06,308,,,,,
4010,type_6,id,2017-11-30,308,9090.91,2017-11-30,,,-90909.09
4628,type_6,"",2018-04-08,308,9090.91,2018-04-08,67.3923404255319,2018-04-08,14103.82
4707,type_6,ph,2018-04-22,308,9090.91,2018-04-22,3.69030487804878,2018-04-22,8739.25
1810,type_1,in,2018-02-17,308,,,,,
1726,type_1,br,2018-01-20,12,,,,,
4668,type_6,vn,2018-04-15,308,9090.91,2018-04-15,,,9090.91
2301,type_1,br,2018-08-10,308,100.0,2018-09-03,,,100.0
2947,type_6,id,2017-02-23,308,9090.91,2017-02-23,31.5108,2017-02-23,-2493857.01
1130,type_1,ng,2017-04-12,308,76.74,2017-09-16,0.234705882352941,2017-09-16,70.96
5089,type_6,id,2018-06-29,308,9090.91,2018-06-29,2.0,2018-07-11,7867.66
2974,type_6,pl,2017-02-28,308,9090.91,2017-02-28,2.89,2017-02-28,-190916.66
4201,type_6,au,2018-01-11,308,9090.91,2018-01-11,1.05,2018-01-11,9091.44
4532,type_6,id,2018-03-21,140,9090.91,2018-03-21,,,9090.91
4159,type_6,bn,2018-01-02,308,9090.91,2018-01-02,,,9090.91
1077,type_1,br,2017-03-04,308,700.0,2017-03-04,1.87555555555556,2017-03-06,-3125.32
1509,type_1,id,2017-11-16,127,,,,,
2787,type_6,za,2017-01-10,308,9090.91,2017-01-10,0.7,2017-01-10,-90917.6
4070,type_6,by,2017-12-14,308,9090.91,2017-12-14,,,-90909.09
4483,type_6,ng,2018-03-13,308,9090.91,2018-03-13,,,9090.91
1781,type_1,in,2018-02-07,308,50.0,2018-02-07,,,50.0
1264,type_1,id,2017-08-15,128,,,,,
3999,type_6,lk,2017-11-27,243,9090.91,2017-11-27,0.53,2017-11-27,-2191134.08
5696,type_6,bo,2018-10-11,308,9090.91,2018-10-11,0.0946153846153846,2018-11-16,8895.09
1222,type_1,id,2017-07-16,308,100.0,2017-07-17,0.867471264367816,2017-07-17,513.83
2333,type_1,ph,2018-08-22,308,,,,,
2514,type_1,id,2018-10-27,308,,,,,
5452,type_6,th,2018-08-30,308,9090.91,2018-08-30,1.64285714285714,2018-08-30,7457.15
5600,type_6,de,2018-09-24,308,9090.91,2018-09-24,200.0,2018-09-30,9041.97
1329,type_1,mm,2017-09-09,41,,,,,
2694,type_3,pl,2018-02-22,308,,,,,
3365,type_6,au,2017-06-16,308,9090.91,2017-06-16,,,-90909.09
5788,type_6,id,2018-10-30,308,9090.91,2018-10-30,,,9090.91
4701,type_6,ng,2018-04-21,8,9090.91,2018-04-21,,,9090.91
4696,type_6,id,2018-04-20,308,9090.91,2018-04-20,4.07766666666667,2018-04-24,8354.73
3335,type_6,vn,2017-06-07,308,9090.91,2017-06-07,46.8153862212944,2017-06-07,-3168284.16
1338,type_1,id,2017-09-14,308,,,,,
4646,type_6,"",2018-04-11,308,9090.91,2018-04-11,,,9090.91
2395,type_1,co,2018-09-14,308,,,,,
3409,type_6,ru,2017-06-29,172,9090.91,2017-06-29,1.192,2017-06-29,-4194521.05
5210,type_6,bo,2018-07-14,308,9090.91,2018-07-14,,,9090.91
2153,type_1,co,2018-06-14,308,,,,,
1872,type_1,co,2018-03-07,82,,,,,
5444,type_6,br,2018-08-29,308,9090.91,2018-08-29,2.0,2018-08-29,9088.99
2398,type_1,id,2018-09-16,308,,,,,
3103,type_6,ru,2017-04-05,48,9090.91,2017-04-05,1.615,2017-04-05,-3990973.38
3954,type_6,vn,2017-11-18,308,9090.91,2017-11-18,,,-90909.09
1650,type_1,id,2017-12-26,308,,,,,
3794,type_6,ng,2017-10-11,308,9090.91,2017-10-11,253.431951219512,2017-10-11,-587936.28
3662,type_6,id,2017-09-07,308,9090.91,2017-09-07,1.07,2017-09-07,-190918.03
3897,type_6,ma,2017-11-06,308,9090.91,2017-11-06,29.2808219178082,2017-11-06,-5143979.1
5778,type_6,ru,2018-10-27,308,9090.91,2018-10-27,,,9090.91
2166,type_1,ke,2018-06-21,308,,,,,
2298,type_1,ru,2018-08-08,308,,,,,
5633,type_6,ci,2018-09-29,308,9090.91,2018-09-29,0.532,2018-09-29,9091.29
2580,type_1,gh,2018-11-25,308,1000.0,2018-11-25,0.446666666666667,2018-11-27,998.42
3989,type_6,id,2017-11-26,308,9090.91,2017-11-26,1.03,2017-11-26,-90916.85
1962,type_1,id,2018-04-03,308,,,,,
3706,type_6,gb,2017-09-19,308,9090.91,2017-09-19,,,-90909.09
2321,type_1,id,2018-08-16,308,,,,,
4819,type_6,ve,2018-05-15,308,9090.91,2018-05-15,1.07,2018-05-15,9089.97
2566,type_1,mx,2018-11-19,308,,,,,
2561,type_1,id,2018-11-16,308,250.0,2018-11-19,1.36222222222222,2018-11-19,247.42
5408,type_6,"",2018-08-23,308,9090.91,2018-08-23,2.0,2018-08-23,9091.33
4645,type_6,ph,2018-04-11,308,9090.91,2018-04-11,,,9090.91
1335,type_1,id,2017-09-13,160,,,,,
3095,type_6,tm,2017-04-02,308,9090.91,2017-04-02,,,-90909.09
1398,type_1,id,2017-10-13,41,,,,,
5062,type_6,pe,2018-06-25,308,9090.91,2018-06-25,,,9090.91
4704,type_6,id,2018-04-21,308,9090.91,2018-04-21,,,9090.91
2851,type_6,ng,2017-01-27,308,9090.91,2017-01-27,1.07,2017-01-27,-491029.75
5802,type_6,"",2018-11-01,308,9090.91,2018-11-01,,,9090.91
5107,type_6,id,2018-07-01,308,9090.91,2018-07-01,,,9090.91
5876,type_6,"",2018-11-19,308,9090.91,2018-11-19,,,9090.91
4340,type_6,id,2018-02-12,308,9090.91,2018-02-12,14.8619047619048,2018-02-12,8786.42
5486,type_6,id,2018-09-05,308,9090.91,2018-09-05,,,9090.91
1106,type_1,id,2017-03-30,308,1000.0,2017-03-30,0.868823529411765,2017-03-30,-1162.35
2936,type_6,id,2017-02-20,308,9090.91,2017-02-20,590.069565217391,2017-02-20,-85543.32
5045,type_6,tm,2018-06-23,308,9090.91,2018-06-23,1.79181818181818,2018-06-23,6479.03
5796,type_6,mm,2018-10-30,308,9090.91,2018-10-30,2.0,2018-10-30,9088.47
3317,type_6,mx,2017-06-01,308,9090.91,2017-06-01,,,-90909.09
2983,type_6,de,2017-03-04,308,9090.91,2017-03-04,1.5,2017-03-06,-491073.25
3733,type_6,ng,2017-09-27,308,9090.91,2017-09-27,4.69151260504202,2017-09-27,-1292038.05
4011,type_6,br,2017-11-30,308,9090.91,2017-11-30,68.2027667610954,2017-11-30,-454939.68
1822,type_1,id,2018-02-22,224,932.75,2018-03-13,1.945,2018-03-13,-1751.7
1591,type_1,mn,2017-12-08,41,,,,,
3847,type_6,id,2017-10-24,230,9090.91,2017-10-24,6.17108108108108,2017-10-24,-1694386.28
4865,type_6,bo,2018-05-22,308,9090.91,2018-05-22,1.03,2018-05-22,15350.92
3398,type_6,ru,2017-06-24,308,9090.91,2017-06-24,4.36193548387097,2017-06-24,-1694663.71
2794,type_6,id,2017-01-13,308,9090.91,2017-01-13,19.3365079365079,2017-09-20,-291211.87
1758,type_1,br,2018-01-30,308,,,,,
5121,type_6,pl,2018-07-03,308,9090.91,2018-07-03,2.0,2018-07-03,8913.58
5687,type_6,br,2018-10-10,308,9090.91,2018-10-10,,,9090.91
3404,type_6,za,2017-06-27,308,9090.91,2017-06-27,,,-90909.09
4678,type_6,id,2018-04-17,308,9090.91,2018-04-17,2.0,2018-04-17,9089.81
3298,type_6,ci,2017-05-27,308,9090.91,2017-05-27,12.213125,2017-05-28,-290974.63
5798,type_6,gh,2018-10-31,308,9090.91,2018-10-31,6.0,2018-10-31,9088.58
1625,type_1,ge,2017-12-17,308,,,,,
2796,type_6,id,2017-01-13,308,9090.91,2017-01-13,,,-90909.09
5294,type_6,fr,2018-07-30,308,9090.91,2018-07-30,7.52,2018-07-30,9038.44
5645,type_6,id,2018-10-01,308,9090.91,2018-10-01,165.479487179487,2018-10-01,38921.61
3907,type_6,id,2017-11-08,273,9090.91,2017-11-08,,,-90909.09
2610,type_1,br,2018-12-03,308,,,,,
4503,type_6,id,2018-03-16,308,9090.91,2018-03-16,,,9090.91
1118,type_1,vn,2017-04-07,308,490.0,2017-06-06,0.481929824561403,2017-06-06,-107.29
1430,type_1,za,2017-10-25,41,,,,,
2361,type_1,br,2018-09-03,308,,,,,
3451,type_6,au,2017-07-11,308,9090.91,2017-07-11,,,-90909.09
2438,type_1,uz,2018-09-29,308,,,,,
2741,type_4,gb,2018-10-04,308,587.87,2018-10-04,,,587.87
4549,type_6,br,2018-03-23,308,9090.91,2018-03-23,,,9090.91
2990,type_6,ca,2017-03-06,308,9090.91,2017-03-06,12.765,2017-03-06,-190924.68
5090,type_6,"",2018-06-29,308,9090.91,2018-06-29,2.0,2018-06-29,9090.07
1104,type_1,id,2017-03-28,143,100.0,2017-04-14,2.01,2017-04-14,98.99
5564,type_6,"",2018-09-19,308,9090.91,2018-09-19,0.52,2018-09-19,9090.98
2997,type_6,ru,2017-03-08,21,9090.91,2017-03-08,4.16368421052632,2017-03-08,-29059245.93
4156,type_6,no,2017-12-31,308,9090.91,2017-12-31,,,9090.91
4575,type_6,bo,2018-03-27,308,9090.91,2018-03-27,7.05735537190083,2018-03-27,7524.32
3758,type_6,it,2017-10-04,308,9090.91,2017-10-04,,,-90909.09
4989,type_6,id,2018-06-13,308,9090.91,2018-06-13,,,9090.91
4311,type_6,id,2018-02-04,308,9090.91,2018-02-04,0.14,2018-02-04,9090.85
5378,type_6,dz,2018-08-18,308,9090.91,2018-08-18,1.03,2018-08-18,9089.11
2941,type_6,ua,2017-02-21,308,9090.91,2017-02-21,1.11,2017-02-21,-90909.77
1076,type_1,id,2017-03-03,308,100.0,2017-03-03,0.233333333333333,2017-03-03,-415.02
3882,type_6,ua,2017-11-02,308,9090.91,2017-11-02,,,-90909.09
4298,type_6,id,2018-02-02,218,9090.91,2018-02-02,1.1,2018-02-02,9091.02
1620,type_1,id,2017-12-17,218,9675.0,2017-12-19,193.435,2017-12-19,18959.54
5683,type_6,co,2018-10-09,308,9090.91,2018-10-09,3.137,2018-10-10,22446.05
5183,type_6,"",2018-07-10,308,9090.91,2018-07-10,200.0,2018-07-10,7090.91
4947,type_6,"",2018-06-05,308,9090.91,2018-06-05,0.86,2018-06-05,9089.86
2326,type_1,vn,2018-08-19,308,,,,,
1593,type_1,ng,2017-12-09,308,,,,,
2890,type_6,ng,2017-02-07,308,9090.91,2017-02-07,1.00285714285714,2017-02-07,-90912.6
2971,type_6,fi,2017-02-27,308,9090.91,2017-02-27,295.638076923077,2017-02-27,-90210.08
2951,type_6,id,2017-02-24,308,9090.91,2017-02-24,6.0,2017-02-24,-192255.74
1400,type_1,vn,2017-10-15,308,150.0,2017-10-18,0.982307692307692,2017-10-18,296.97
5283,type_6,id,2018-07-28,308,9090.91,2018-07-28,0.625390625,2018-08-13,-38509.91
3072,type_6,br,2017-03-28,308,9090.91,2017-03-28,20.0,2017-03-28,-90907.32
5179,type_6,pk,2018-07-10,308,9090.91,2018-07-10,74.0,2018-07-10,9096.61
1585,type_1,id,2017-12-07,308,,,,,
1667,type_1,na,2017-12-31,308,,,,,
5737,type_6,vn,2018-10-19,308,9090.91,2018-10-19,2.0,2018-10-19,9091.14
1312,type_1,ru,2017-09-04,308,,,,,
3598,type_6,id,2017-08-15,308,9090.91,2017-08-15,,,-90909.09
4354,type_6,au,2018-02-15,308,9090.91,2018-02-15,41.99,2018-02-15,9065.26
5479,type_6,"",2018-09-04,308,9090.91,2018-09-04,,,9090.91
5580,type_6,id,2018-09-22,308,9090.91,2018-09-22,0.38125,2018-09-22,9086.94
1217,type_1,id,2017-07-12,308,100.0,2017-07-12,0.201666666666667,2017-07-12,-1206.27
5724,type_6,lk,2018-10-18,308,9090.91,2018-10-18,,,9090.91
4517,type_6,"",2018-03-17,308,9090.91,2018-03-17,2.0,2018-03-17,9090.57
4789,type_6,id,2018-05-09,308,9090.91,2018-05-09,,,9090.91
2367,type_1,br,2018-09-05,308,,,,,
3304,type_6,tw,2017-05-29,308,9090.91,2017-05-29,5.45375,2017-05-29,-90927.89
4445,type_6,br,2018-03-06,308,9090.91,2018-03-06,,,9090.91
1455,type_1,id,2017-11-03,110,,,,,
3893,type_6,id,2017-11-06,308,9090.91,2017-11-06,,,-90909.09
2010,type_1,id,2018-04-18,308,6300.0,2018-04-24,167.613333333333,2018-04-24,-70217.4
4866,type_6,id,2018-05-23,308,9090.91,2018-05-23,,,9090.91
1797,type_1,vn,2018-02-12,308,100.0,2018-02-28,0.200714285714286,2018-02-28,-1303.85
1228,type_1,id,2017-07-23,308,100.0,2017-07-25,0.201111111111111,2017-07-25,98.78
1204,type_1,br,2017-06-28,308,,,,,
2364,type_1,gh,2018-09-04,308,,,,,
3504,type_6,gb,2017-07-23,308,9090.91,2017-07-23,0.914375,2017-07-23,-90912.45
1868,type_1,id,2018-03-06,308,,,,,
1066,type_1,id,2017-02-23,308,4000.0,2017-02-24,,,-4890.83
5829,type_6,es,2018-11-06,308,9090.91,2018-11-06,17.118,2018-11-06,9062.73
1875,type_1,id,2018-03-08,263,489.2,2018-03-09,1.0,2018-03-09,-847.86
3438,type_6,id,2017-07-09,308,9090.91,2017-07-09,19.6104035874439,2017-07-09,-291821.83
5132,type_6,ng,2018-07-04,308,9090.91,2018-07-04,319.666666666667,2018-07-04,7063.0
3689,type_6,ru,2017-09-15,308,9090.91,2017-09-15,,,-90909.09
2053,type_1,br,2018-05-05,308,,,,,
5386,type_6,ng,2018-08-20,308,9090.91,2018-08-20,,,9090.91
3447,type_6,id,2017-07-11,166,9090.91,2017-07-11,1.04,2017-07-11,-290984.15
3627,type_6,ru,2017-08-25,308,9090.91,2017-08-25,1.07,2017-08-25,-90909.74
3551,type_6,id,2017-08-05,308,9090.91,2017-08-05,33.4209302325581,2017-08-05,-91386.38
2661,type_2,es,2017-03-06,88,2147.72,2017-03-20,241.85,2017-04-18,251.58
4180,type_6,id,2018-01-06,308,9090.91,2018-01-06,,,9090.91
4529,type_6,"",2018-03-20,308,9090.91,2018-03-20,,,9090.91
3098,type_6,ng,2017-04-04,308,9090.91,2017-04-04,1.10142857142857,2017-04-04,-90912.24
4155,type_6,id,2017-12-31,308,9090.91,2017-12-31,,,9090.91
2271,type_1,vn,2018-07-23,308,1979.49,2018-07-24,0.481052631578947,2018-07-27,-1047.81
4731,type_6,id,2018-04-26,308,9090.91,2018-04-26,0.317272727272727,2018-04-27,9087.03
2900,type_6,id,2017-02-10,308,9090.91,2017-02-10,,,-90909.09
5068,type_6,ng,2018-06-26,308,9090.91,2018-06-26,10.0,2018-06-26,9027.79
4467,type_6,"",2018-03-09,308,9090.91,2018-03-09,,,9090.91
4163,type_6,ps,2018-01-02,308,9090.91,2018-01-02,,,9090.91
4805,type_6,id,2018-05-14,308,9090.91,2018-05-14,,,9090.91
5694,type_6,"",2018-10-11,308,9090.91,2018-10-11,2.0,2018-10-11,9091.66
3697,type_6,sk,2017-09-17,308,9090.91,2017-09-17,,,-90909.09
4121,type_6,br,2017-12-24,308,9090.91,2017-12-24,,,9090.91
3254,type_6,ru,2017-05-13,308,9090.91,2017-05-13,20.6,2017-05-13,-592377.28
5000,type_6,id,2018-06-15,308,9090.91,2018-06-15,446.361674418605,2018-06-15,18968.21
1525,type_1,id,2017-11-21,308,,,,,
2980,type_6,id,2017-03-03,308,9090.91,2017-03-03,,,-90909.09
5078,type_6,vn,2018-06-27,308,9090.91,2018-06-27,,,9090.91
