transaction_date,account,total_buy,total_sell,total_deposits,total_withdrawals,count_contracts,count_deposits,count_withdrawals
2017-10-29,3545,574.86,432.59,,100000.0,66,0,0
2017-10-22,3545,12.0,10.72,,100000.0,6,0,0
2017-10-17,3545,366.0,360.64,,100000.0,84,0,0
2017-10-16,3545,3929.67,3495.12,,100000.0,130,0,0
2017-10-13,3545,0.07,0.08,,100000.0,1,0,0
2017-10-02,3545,2.0,2.29,,100000.0,1,0,0
2017-09-30,3545,0.28,0.21,,100000.0,4,0,0
2017-09-27,3545,92.84,100.39,,100000.0,12,0,0
2017-09-18,3545,66.04,48.04,,100000.0,18,0,0
2017-09-14,3545,0.4,0.16,,100000.0,1,0,0
2017-09-11,3545,2.36,2.07,,100000.0,6,0,0
2017-09-07,3545,0.4,0.46,,100000.0,2,0,0
2017-08-31,3545,91.97,86.79,,100000.0,15,0,0
2017-08-25,3545,967.02,816.28,,100000.0,197,0,0
2017-08-23,3545,5.29,5.34,,100000.0,22,0,0
2017-08-22,3545,56.98,46.58,,100000.0,137,0,0
2017-08-19,3545,55.2,43.54,,100000.0,51,0,0
2017-08-18,3545,2.3,1.95,,100000.0,7,0,0
2017-08-15,3545,1904.8,1412.82,,100000.0,59,0,0
2017-08-14,3545,275.4,189.85,,100000.0,274,0,0
2017-08-12,3545,273.2,219.67,,100000.0,223,0,0
2017-08-11,3545,853.8,660.48,,100000.0,43,0,0
2017-08-10,3545,4759.4,3151.35,,100000.0,850,0,0
2017-08-08,3545,635.4,508.5,,100000.0,620,0,0
2017-08-06,3545,66.0,49.87,,100000.0,17,0,0
2017-08-03,3545,2034.11,1687.78,9090.91,100000.0,166,1,0
2017-08-03,3546,,,9090.91,100000.0,0,1,0
2017-08-04,3547,12.95,5.82,9090.91,100000.0,7,1,0
2017-08-08,3548,,,,100000.0,0,0,0
2017-08-04,3548,121.96,56.89,9090.91,100000.0,17,1,0
2017-08-04,3549,,,9090.91,100000.0,0,1,0
2017-08-04,3550,,,9090.91,100000.0,0,1,0
2017-08-05,3551,1437.1,959.81,9090.91,100000.0,43,1,0
2017-10-21,3552,50.0,42.27,,100000.0,5,0,0
2017-09-13,3552,,,,100000.0,0,0,0
2017-09-01,3552,,,,100000.0,0,0,0
2017-08-31,3552,,,,100000.0,0,0,0
2017-08-30,3552,183.95,145.54,,100000.0,11,0,0
2017-08-29,3552,162.88,189.5,,100000.0,8,0,0
2017-08-28,3552,372.85,199.6,,100000.0,10,0,0
2017-08-27,3552,188.12,73.22,,100000.0,5,0,0
2017-08-25,3552,35.85,95.69,,100000.0,1,0,0
2017-08-24,3552,299.44,325.93,,100000.0,8,0,0
2017-08-23,3552,468.66,272.33,,100000.0,16,0,0
2017-08-22,3552,258.73,256.38,,100000.0,10,0,0
2017-08-21,3552,545.33,285.11,,100000.0,19,0,0
2017-08-20,3552,190.36,,,100000.0,7,0,0
2017-08-18,3552,227.22,166.27,,100000.0,3,0,0
2017-08-10,3552,1317.59,590.65,,100000.0,8,0,0
2017-08-09,3552,,,,100000.0,0,0,0
2017-08-07,3552,200.0,,,100000.0,2,0,0
2017-08-06,3552,20.0,15.34,,100000.0,2,0,0
2017-08-05,3552,,,9090.91,100000.0,0,1,0
2017-08-05,3553,63.25,42.22,9090.91,100000.0,4,1,0
2018-11-25,3554,160.0,122.73,,100000.0,4,0,0
2018-11-24,3554,175.4,68.27,,100000.0,2,0,0
2018-11-23,3554,8.0,6.14,,100000.0,2,0,0
2018-10-08,3554,40.0,30.68,,100000.0,2,0,0
2018-10-06,3554,20.0,13.83,,100000.0,5,0,0
2018-10-04,3554,586.0,403.96,,100000.0,16,0,0
2018-10-03,3554,84.4,61.21,,100000.0,16,0,0
2018-10-01,3554,7438.0,5381.09,,100000.0,28,0,0
2018-09-30,3554,120.0,107.16,,100000.0,3,0,0
2018-09-22,3554,152.48,130.72,,100000.0,10,0,0
2018-09-20,3554,12.0,7.48,,100000.0,2,0,0
2018-08-21,3554,340.0,273.92,,100000.0,23,0,0
2018-08-19,3554,1404.0,697.51,9090.91,100000.0,10,1,0
2018-08-18,3554,2702.0,1822.81,,100000.0,39,0,0
2018-08-17,3554,64.0,26.42,,100000.0,3,0,0
2018-08-15,3554,40.0,28.16,,100000.0,20,0,0
2018-08-13,3554,100.0,74.99,,100000.0,14,0,0
2018-08-12,3554,6.0,3.85,,100000.0,3,0,0
2018-08-11,3554,400.0,155.68,,100000.0,2,0,0
2018-08-10,3554,20.0,22.9,,100000.0,1,0,0
2018-08-06,3554,8.78,7.43,,100000.0,8,0,0
2018-07-04,3554,242.0,109.3,,100000.0,4,0,0
2018-07-03,3554,393.6,304.24,9090.91,100000.0,2,1,0
2018-07-02,3554,8.0,7.12,,100000.0,4,0,0
2018-07-01,3554,12.0,9.21,,100000.0,6,0,0
2018-06-30,3554,109.79,53.31,,100000.0,20,0,0
2018-06-29,3554,498.8,330.17,,100000.0,17,0,0
2018-06-12,3554,18.0,14.56,,100000.0,9,0,0
2018-06-06,3554,860.0,682.35,,100000.0,17,0,0
2018-06-01,3554,202.2,231.28,,100000.0,3,0,0
2018-05-31,3554,262.0,207.78,,100000.0,14,0,0
2018-05-28,3554,20.0,22.9,,100000.0,1,0,0
2018-05-26,3554,64.0,43.05,,100000.0,5,0,0
2018-05-24,3554,246.0,187.94,,100000.0,7,0,0
2018-05-23,3554,1704.0,906.47,,100000.0,14,0,0
2018-05-22,3554,2640.0,2024.56,,100000.0,18,0,0
2018-05-21,3554,822.0,653.96,,100000.0,38,0,0
2018-05-20,3554,762.0,570.14,,100000.0,20,0,0
2018-05-19,3554,6389.8,4729.04,9090.91,100000.0,42,1,0
2018-03-30,3554,37927.0,28738.87,,100000.0,31,0,0
2018-03-12,3554,406.0,422.92,,100000.0,5,0,0
2018-03-11,3554,3700.0,2225.63,,100000.0,17,0,0
2018-02-28,3554,2040.0,807.91,,100000.0,4,0,0
2018-02-27,3554,240.0,131.53,,100000.0,4,0,0
2018-01-24,3554,77.2,30.05,,100000.0,1,0,0
2018-01-16,3554,10024.0,9219.53,,100000.0,6,0,0
2018-01-15,3554,18.0,18.27,,100000.0,3,0,0
2018-01-14,3554,8.34,7.15,,100000.0,3,0,0
2018-01-12,3554,175.72,128.46,9090.91,100000.0,19,1,0
2018-01-11,3554,5327.68,3351.63,,100000.0,34,0,0
2018-01-10,3554,0.28,0.11,,100000.0,2,0,0
2018-01-06,3554,3.2,2.59,,100000.0,7,0,0
2018-01-04,3554,1896.66,1441.21,9090.91,100000.0,84,1,0
2018-01-03,3554,163.88,109.82,,100000.0,36,0,0
2017-12-31,3554,13560.43,9356.92,,100000.0,172,0,0
2017-12-30,3554,409.2,388.76,,100000.0,64,0,0
2017-12-29,3554,3395.01,2686.11,,100000.0,120,0,0
2017-12-28,3554,2110.03,2035.13,,100000.0,13,0,0
2017-12-26,3554,1582.75,1207.81,,100000.0,59,0,0
2017-12-25,3554,2198.2,1822.53,,100000.0,51,0,0
2017-12-24,3554,14.0,9.96,,100000.0,5,0,0
2017-12-23,3554,6004.03,4048.47,,100000.0,6,0,0
2017-12-22,3554,34.92,19.63,,100000.0,9,0,0
2017-12-09,3554,15007.88,12081.16,,100000.0,18,0,0
2017-10-11,3554,20.06,16.14,,100000.0,11,0,0
2017-08-22,3554,,,,100000.0,0,0,0
2017-08-20,3554,220.0,191.44,,100000.0,11,0,0
2017-08-19,3554,986.3,710.65,,100000.0,62,0,0
2017-08-18,3554,3215.36,2613.91,,100000.0,27,0,0
2017-08-17,3554,128.31,130.04,,100000.0,40,0,0
2017-08-14,3554,120.0,99.41,,100000.0,6,0,0
2017-08-13,3554,559.51,443.85,9090.91,100000.0,49,1,0
2017-08-12,3554,116.24,99.66,,100000.0,8,0,0
2017-08-11,3554,20807.84,15157.68,,100000.0,41,0,0
2017-08-10,3554,884.12,782.61,,100000.0,35,0,0
2017-08-09,3554,30.0,19.23,,100000.0,3,0,0
2017-08-08,3554,20666.65,15472.45,18181.82,100000.0,31,2,0
2017-08-07,3554,18786.76,11674.97,27272.73,100000.0,59,3,0
2017-08-06,3554,44486.45,30815.48,18181.82,100000.0,131,2,0
2017-08-05,3554,21420.26,18781.81,9090.91,100000.0,21,1,0
2017-08-22,3555,61.03,23.75,,100000.0,4,0,0
2017-08-19,3555,217.0,159.27,,100000.0,8,0,0
2017-08-18,3555,81.63,47.66,,100000.0,6,0,0
2017-08-17,3555,41.18,44.21,,100000.0,3,0,0
2017-08-10,3555,0.32,0.33,,100000.0,2,0,0
2017-08-09,3555,181.05,159.38,,100000.0,6,0,0
2017-08-08,3555,182.35,197.03,,100000.0,11,0,0
2017-08-06,3555,983.09,897.31,9090.91,100000.0,30,1,0
2017-10-01,3556,4.04,2.74,,100000.0,16,0,0
2017-09-30,3556,4014.02,1568.53,9090.91,100000.0,60,1,0
2017-09-29,3556,4005.87,1560.15,27272.73,100000.0,21,3,0
2017-09-28,3556,6004.61,2340.03,27272.73,100000.0,31,3,0
2017-09-27,3556,43.94,32.5,,100000.0,53,0,0
2017-09-25,3556,2062.94,825.85,9090.91,100000.0,59,1,0
2017-09-24,3556,1.2,1.07,,100000.0,6,0,0
2017-09-23,3556,15.0,13.54,,100000.0,42,0,0
2017-09-22,3556,2009.6,787.13,,100000.0,35,0,0
2017-09-21,3556,11.14,7.69,9090.91,100000.0,16,1,0
2017-09-20,3556,1.4,1.3,,100000.0,12,0,0
2017-09-18,3556,15909.06,11914.76,,100000.0,18,0,0
2017-09-16,3556,4367.77,2310.46,18181.82,100000.0,45,2,0
2017-09-15,3556,18.17,15.47,,100000.0,64,0,0
2017-09-14,3556,2133.06,882.57,,100000.0,34,0,0
2017-09-10,3556,22455.23,15922.28,27272.73,100000.0,71,3,0
2017-09-08,3556,85297.23,65617.86,,100000.0,72,0,0
2017-09-07,3556,19.0,14.95,9090.91,100000.0,8,1,0
2017-09-06,3556,8.21,5.04,,100000.0,33,0,0
2017-09-04,3556,0.7,0.59,,100000.0,6,0,0
2017-09-03,3556,2.1,1.76,,100000.0,14,0,0
2017-09-02,3556,20726.3,15357.08,,100000.0,33,0,0
2017-09-01,3556,2760.64,1370.6,9090.91,100000.0,91,1,0
2017-08-31,3556,32.0,23.03,,100000.0,11,0,0
2017-08-30,3556,2059.15,823.44,9090.91,100000.0,80,1,0
2017-08-29,3556,4169.32,2468.21,9090.91,100000.0,43,1,0
2017-08-28,3556,28.09,21.69,9090.91,100000.0,54,1,0
2017-08-27,3556,100.68,78.41,,100000.0,44,0,0
2017-08-26,3556,2019.11,791.8,9090.91,100000.0,38,1,0
2017-08-25,3556,20.72,16.93,,100000.0,109,0,0
2017-08-24,3556,12.39,10.6,,100000.0,91,0,0
2017-08-23,3556,11865.81,6123.39,27272.73,100000.0,196,3,0
2017-08-22,3556,163.06,125.32,9090.91,100000.0,139,1,0
2017-08-21,3556,13.96,11.53,,100000.0,49,0,0
2017-08-20,3556,2027.4,798.11,9090.91,100000.0,84,1,0
2017-08-19,3556,14.43,12.14,,100000.0,83,0,0
2017-08-18,3556,13795.62,8815.61,9090.91,100000.0,144,1,0
2017-08-17,3556,3993.61,3468.51,9090.91,100000.0,141,1,0
2017-08-16,3556,2.04,1.3,,100000.0,18,0,0
2017-08-15,3556,9.67,8.18,,100000.0,22,0,0
2017-08-14,3556,13.62,11.15,,100000.0,33,0,0
2017-08-13,3556,1.75,1.4,,100000.0,25,0,0
2017-08-12,3556,36.11,28.19,,100000.0,158,0,0
2017-08-11,3556,19361.4,13513.86,,100000.0,247,0,0
2017-08-10,3556,14590.8,11906.02,,100000.0,86,0,0
2017-08-09,3556,5170.45,4265.06,,100000.0,144,0,0
2017-08-08,3556,23.68,18.17,,100000.0,46,0,0
2017-08-07,3556,13.36,8.7,,100000.0,26,0,0
2017-08-06,3556,100.79,77.29,9090.91,100000.0,177,1,0
2017-08-06,3557,0.4,0.31,9090.91,100000.0,2,1,0
2017-08-06,3558,,,9090.91,100000.0,0,1,0
2017-08-09,3559,0.52,0.51,,100000.0,5,0,0
2017-08-06,3559,3.6,2.76,9090.91,100000.0,18,1,0
2017-08-06,3560,1.03,0.4,9090.91,100000.0,1,1,0
2017-09-06,3561,39.4,29.97,,100000.0,197,0,0
2017-09-02,3561,793.49,604.5,,100000.0,82,0,0
2017-08-30,3561,1727.8,1339.66,,100000.0,220,0,0
2017-08-29,3561,143.6,110.9,,100000.0,84,0,0
2017-08-26,3561,10154.57,7278.21,,100000.0,293,0,0
2017-08-25,3561,6450.94,4879.91,,100000.0,301,0,0
2017-08-24,3561,18645.95,14574.41,,100000.0,119,0,0
2017-08-23,3561,8518.14,6812.47,,100000.0,102,0,0
2017-08-17,3561,14.0,7.68,,100000.0,7,0,0
2017-08-14,3561,36.0,29.3,,100000.0,18,0,0
2017-08-13,3561,4.0,3.75,,100000.0,2,0,0
2017-08-11,3561,52.4,40.05,,100000.0,37,0,0
2017-08-10,3561,4255.8,3140.6,,100000.0,75,0,0
2017-08-09,3561,3365.6,2618.55,,100000.0,34,0,0
2017-08-07,3561,14016.0,10852.7,9090.91,100000.0,82,1,0
2017-08-07,3562,,,9090.91,100000.0,0,1,0
2017-08-07,3563,,,9090.91,100000.0,0,1,0
2017-08-07,3564,,,9090.91,100000.0,0,1,0
2017-08-08,3565,2.0,1.88,9090.91,100000.0,1,1,0
2017-09-05,3566,,,,100000.0,0,0,0
2017-08-31,3566,0.11,0.04,,100000.0,1,0,0
2017-08-21,3566,,,,100000.0,0,0,0
2017-08-20,3566,,,,100000.0,0,0,0
2017-08-19,3566,4.0,,,100000.0,2,0,0
2017-08-16,3566,,,,100000.0,0,0,0
2017-08-15,3566,2.0,90.37,,100000.0,1,0,0
2017-08-14,3566,204.0,80.26,,100000.0,3,0,0
2017-08-12,3566,22.2,16.95,,100000.0,3,0,0
2017-08-11,3566,404.0,242.02,,100000.0,4,0,0
2017-08-10,3566,0.2,,,100000.0,1,0,0
2017-08-09,3566,201.6,78.58,,100000.0,9,0,0
2017-08-08,3566,0.6,0.52,9090.91,100000.0,3,1,0
2017-08-08,3567,,,9090.91,100000.0,0,1,0
2017-10-27,3568,4.0,3.3,,100000.0,2,0,0
2017-09-29,3568,2.0,0.78,,100000.0,1,0,0
2017-09-02,3568,2.0,2.29,,100000.0,1,0,0
2017-08-21,3568,4.0,1.56,,100000.0,2,0,0
2017-08-09,3568,4.0,3.07,,100000.0,2,0,0
2017-08-08,3568,,,9090.91,100000.0,0,1,0
2017-10-31,3569,88.0,62.97,,100000.0,44,0,0
2017-10-25,3569,8.0,4.62,,100000.0,4,0,0
2017-10-24,3569,298.0,250.42,,100000.0,50,0,0
2017-10-23,3569,2.0,0.78,,100000.0,1,0,0
2017-10-20,3569,110.0,79.08,,100000.0,27,0,0
2017-10-14,3569,86.0,59.17,,100000.0,34,0,0
2017-10-13,3569,102.0,79.0,,100000.0,15,0,0
2017-10-12,3569,364.97,273.55,,100000.0,126,0,0
2017-10-11,3569,2.0,0.78,,100000.0,1,0,0
2017-10-08,3569,120.17,107.36,,100000.0,30,0,0
2017-10-07,3569,9348.22,7061.76,,100000.0,254,0,0
2017-10-02,3569,3404.0,2838.43,,100000.0,19,0,0
2017-09-30,3569,4472.2,4353.47,,100000.0,69,0,0
2017-09-27,3569,116.0,96.53,,100000.0,41,0,0
2017-09-22,3569,8.0,6.14,,100000.0,4,0,0
2017-09-20,3569,470.0,415.7,,100000.0,28,0,0
2017-09-18,3569,66.0,36.27,,100000.0,21,0,0
2017-09-15,3569,4.0,3.07,,100000.0,2,0,0
2017-09-14,3569,72.0,55.23,,100000.0,19,0,0
2017-09-13,3569,1768.0,1464.99,,100000.0,47,0,0
2017-09-11,3569,56.0,36.91,,100000.0,19,0,0
2017-08-30,3569,12.0,9.2,,100000.0,6,0,0
2017-08-22,3569,8816.0,6455.38,,100000.0,33,0,0
2017-08-19,3569,20.0,18.36,,100000.0,10,0,0
2017-08-18,3569,41.8,30.99,,100000.0,43,0,0
2017-08-17,3569,233.8,183.53,,100000.0,42,0,0
2017-08-15,3569,4.8,4.05,,100000.0,11,0,0
2017-08-14,3569,90.4,74.63,,100000.0,47,0,0
2017-08-13,3569,25.4,20.1,,100000.0,84,0,0
2017-08-11,3569,303.4,240.64,,100000.0,190,0,0
2017-08-10,3569,525.11,428.44,,100000.0,102,0,0
2017-08-09,3569,261.88,209.71,,100000.0,181,0,0
2017-08-08,3569,114.0,88.85,9090.91,100000.0,57,1,0
2018-01-21,3570,400.0,458.0,,100000.0,4,0,0
2017-09-30,3570,300.0,192.32,,100000.0,3,0,0
2017-08-19,3570,1600.0,1302.97,,100000.0,16,0,0
2017-08-18,3570,2600.0,2069.79,,100000.0,26,0,0
2017-08-17,3570,3447.8,2339.86,,100000.0,61,0,0
2017-08-15,3570,1.0,1.15,,100000.0,1,0,0
2017-08-14,3570,10.0,5.4,,100000.0,10,0,0
2017-08-13,3570,90.61,75.84,,100000.0,40,0,0
2017-08-12,3570,101.41,72.4,,100000.0,52,0,0
2017-08-11,3570,115.1,86.73,,100000.0,73,0,0
2017-08-10,3570,99.56,71.06,,100000.0,138,0,0
2017-08-09,3570,18.46,13.33,,100000.0,39,0,0
2017-08-08,3570,4.01,3.27,9090.91,100000.0,11,1,0
2017-08-08,3571,,,9090.91,100000.0,0,1,0
2017-10-22,3572,28248.76,26659.24,9090.91,100000.0,10,1,0
2017-10-21,3572,,,9090.91,100000.0,0,1,0
2017-10-15,3572,3954.22,2299.58,,100000.0,7,0,0
2017-09-27,3572,,,9090.91,100000.0,0,1,0
2017-09-11,3572,10649.74,4144.91,,100000.0,4,0,0
2017-08-12,3572,18200.0,17533.48,9090.91,100000.0,31,1,0
2017-08-09,3572,2849.34,1439.54,9090.91,100000.0,11,1,0
2017-08-09,3573,,,9090.91,100000.0,0,1,0
2017-08-31,3574,181.8,138.69,,100000.0,537,0,0
2017-08-30,3574,214.8,157.4,,100000.0,566,0,0
2017-08-29,3574,199.4,153.41,,100000.0,568,0,0
2017-08-28,3574,219.2,155.4,,100000.0,558,0,0
2017-08-25,3574,176.8,130.48,,100000.0,468,0,0
2017-08-24,3574,226.0,169.06,,100000.0,621,0,0
2017-08-23,3574,194.0,145.26,,100000.0,551,0,0
2017-08-22,3574,212.0,158.34,,100000.0,606,0,0
2017-08-21,3574,284.2,210.87,,100000.0,778,0,0
2017-08-18,3574,286.8,213.39,,100000.0,783,0,0
2017-08-17,3574,292.6,222.68,,100000.0,812,0,0
2017-08-16,3574,294.4,217.9,,100000.0,812,0,0
2017-08-15,3574,320.2,236.03,,100000.0,832,0,0
2017-08-14,3574,314.2,225.64,,100000.0,823,0,0
2017-08-11,3574,23.0,16.18,,100000.0,60,0,0
2017-08-10,3574,130.8,95.26,,100000.0,344,0,0
2017-08-09,3574,,,9090.91,100000.0,0,1,0
2017-08-21,3575,0.2,0.22,,100000.0,2,0,0
2017-08-17,3575,0.1,0.11,,100000.0,1,0,0
2017-08-15,3575,6.13,5.35,,100000.0,29,0,0
2017-08-14,3575,6.43,4.92,,100000.0,32,0,0
2017-08-11,3575,9.63,7.46,,100000.0,40,0,0
2017-08-10,3575,5.5,4.7,,100000.0,28,0,0
2017-08-09,3575,4.15,2.87,9090.91,100000.0,11,1,0
2017-12-05,3576,3.0,3.35,,100000.0,2,0,0
2017-08-17,3576,38.21,35.47,,100000.0,8,0,0
2017-08-16,3576,40.0,15.57,,100000.0,2,0,0
2017-08-09,3576,200.0,222.05,9090.91,100000.0,1,1,0
2017-08-09,3577,,,9090.91,100000.0,0,1,0
2017-08-09,3578,,,9090.91,100000.0,0,1,0
2017-08-10,3579,2.17,0.84,9090.91,100000.0,2,1,0
2017-08-20,3580,24.4,15.0,,100000.0,21,0,0
2017-08-15,3580,405.64,319.15,,100000.0,8,0,0
2017-08-14,3580,0.42,0.33,,100000.0,2,0,0
2017-08-10,3580,20.0,15.86,9090.91,100000.0,1,1,0
2017-08-11,3581,,,9090.91,100000.0,0,1,0
2017-08-11,3582,,,9090.91,100000.0,0,1,0
2017-08-16,3583,91.9,65.27,,100000.0,114,0,0
2017-08-15,3583,0.2,0.08,,100000.0,1,0,0
2017-08-14,3583,205.42,152.93,,100000.0,272,0,0
2017-08-11,3583,1311.62,840.6,9090.91,100000.0,18,1,0
2018-04-05,3584,3.0,1.17,,100000.0,3,0,0
2018-03-23,3584,1016.36,1007.65,,100000.0,9,0,0
2017-09-05,3584,372.4,222.78,,100000.0,6,0,0
2017-08-31,3584,1901.0,1397.56,,100000.0,7,0,0
2017-08-11,3584,2.0,0.78,9090.91,100000.0,1,1,0
2017-08-14,3585,32.29,28.14,,100000.0,3,0,0
2017-08-12,3585,42.84,22.86,,100000.0,9,0,0
2017-08-11,3585,2.0,,9090.91,100000.0,1,1,0
2017-08-12,3586,,,9090.91,100000.0,0,1,0
2017-08-13,3587,,,9090.91,100000.0,0,1,0
2017-09-13,3588,0.49,0.45,,100000.0,7,0,0
2017-08-30,3588,0.07,0.03,,100000.0,1,0,0
2017-08-28,3588,4.12,3.15,,100000.0,4,0,0
2017-08-26,3588,0.56,0.47,,100000.0,8,0,0
2017-08-25,3588,1.55,1.09,,100000.0,15,0,0
2017-08-24,3588,4.7,3.35,,100000.0,49,0,0
2017-08-22,3588,0.14,0.05,,100000.0,2,0,0
2017-08-20,3588,0.49,0.34,,100000.0,5,0,0
2017-08-19,3588,0.84,0.53,,100000.0,12,0,0
2017-08-17,3588,0.49,0.37,,100000.0,7,0,0
2017-08-16,3588,42.19,34.99,,100000.0,104,0,0
2017-08-15,3588,5.88,4.34,,100000.0,84,0,0
2017-08-14,3588,5.62,4.63,,100000.0,76,0,0
2017-08-13,3588,3.22,2.46,9090.91,100000.0,46,1,0
2017-08-13,3589,1.54,0.99,9090.91,100000.0,3,1,0
2017-08-14,3590,1.1,0.43,9090.91,100000.0,1,1,0
2017-08-14,3591,,,9090.91,100000.0,0,1,0
2018-12-10,3592,22.44,16.23,,100000.0,4,0,0
2018-12-09,3592,89.03,76.49,,100000.0,17,0,0
2018-12-06,3592,21.21,15.64,,100000.0,6,0,0
2018-12-04,3592,9.76,8.24,,100000.0,3,0,0
2018-12-03,3592,2.0,2.29,,100000.0,1,0,0
2018-11-30,3592,22.67,13.87,,100000.0,2,0,0
2018-11-29,3592,22.59,19.8,,100000.0,6,0,0
2018-11-26,3592,17.21,10.81,,100000.0,5,0,0
2018-11-24,3592,14.29,5.56,,100000.0,2,0,0
2018-11-23,3592,41.68,28.5,,100000.0,7,0,0
2018-11-22,3592,5.87,5.23,,100000.0,2,0,0
2018-11-21,3592,8.05,5.64,,100000.0,3,0,0
2018-11-20,3592,3.02,3.58,,100000.0,1,0,0
2018-11-18,3592,10.51,6.22,,100000.0,4,0,0
2018-11-17,3592,6.0,3.85,,100000.0,3,0,0
2018-11-13,3592,11.71,10.78,,100000.0,1,0,0
2018-11-12,3592,31.15,29.6,,100000.0,6,0,0
2018-11-07,3592,100.0,91.37,,100000.0,5,0,0
2018-11-06,3592,46.0,32.45,,100000.0,5,0,0
2018-11-03,3592,132.12,110.53,,100000.0,10,0,0
2018-11-02,3592,292.36,244.59,,100000.0,9,0,0
2018-11-01,3592,4.73,4.24,,100000.0,1,0,0
2018-10-31,3592,13.07,9.35,,100000.0,3,0,0
2018-10-30,3592,8.28,7.54,,100000.0,3,0,0
2018-10-29,3592,14.95,8.34,,100000.0,5,0,0
2018-10-28,3592,8.78,4.5,,100000.0,4,0,0
2018-10-26,3592,62.54,53.0,,100000.0,11,0,0
2018-10-23,3592,14.97,14.19,,100000.0,4,0,0
2018-10-21,3592,1249.0,1241.43,,100000.0,10,0,0
2018-10-14,3592,46.51,28.18,,100000.0,12,0,0
2018-10-13,3592,5.56,4.69,,100000.0,4,0,0
2018-10-12,3592,51.98,34.44,,100000.0,22,0,0
2018-10-11,3592,27.33,14.4,,100000.0,4,0,0
2018-10-10,3592,34.5,26.87,,100000.0,12,0,0
2018-10-07,3592,2.0,1.68,,100000.0,1,0,0
2018-10-03,3592,6.61,4.23,,100000.0,2,0,0
2018-10-02,3592,7.86,7.01,,100000.0,3,0,0
2018-10-01,3592,14.9,13.44,,100000.0,3,0,0
2018-09-30,3592,236.28,185.62,,100000.0,11,0,0
2018-09-29,3592,32.12,21.66,,100000.0,7,0,0
2018-09-27,3592,13.79,10.15,,100000.0,6,0,0
2018-09-23,3592,2.89,2.73,,100000.0,1,0,0
2018-09-21,3592,18.34,12.37,,100000.0,5,0,0
2018-09-19,3592,24.54,21.25,,100000.0,6,0,0
2018-09-18,3592,8.25,5.65,,100000.0,3,0,0
2018-09-17,3592,82.48,69.74,,100000.0,13,0,0
2018-09-16,3592,101.19,81.32,,100000.0,10,0,0
2018-09-15,3592,58.09,44.06,,100000.0,9,0,0
2018-09-14,3592,17.0,11.25,,100000.0,7,0,0
2018-09-13,3592,49.94,37.48,,100000.0,14,0,0
2018-09-12,3592,110.0,42.81,,100000.0,2,0,0
2018-09-11,3592,280.0,184.6,,100000.0,5,0,0
2018-09-10,3592,30.0,19.23,,100000.0,3,0,0
2018-09-09,3592,165.25,113.29,,100000.0,14,0,0
2018-09-08,3592,58.61,49.1,,100000.0,9,0,0
2018-09-07,3592,328.14,272.59,,100000.0,15,0,0
2018-09-06,3592,60.0,38.48,,100000.0,3,0,0
2018-08-28,3592,151.6,152.26,,100000.0,2,0,0
2018-08-27,3592,235.2,126.88,,100000.0,4,0,0
2018-08-25,3592,306.23,227.54,,100000.0,20,0,0
2018-08-24,3592,29060.71,21766.11,,100000.0,34,0,0
2018-08-14,3592,2.0,2.29,,100000.0,1,0,0
2018-08-13,3592,20.0,15.35,,100000.0,2,0,0
2018-08-11,3592,10.0,11.44,,100000.0,1,0,0
2018-08-08,3592,10.0,3.89,,100000.0,1,0,0
2018-08-07,3592,209.14,155.76,,100000.0,15,0,0
2018-08-06,3592,36.0,20.3,,100000.0,3,0,0
2018-07-21,3592,7.0,3.89,,100000.0,3,0,0
2018-07-18,3592,48.32,47.09,,100000.0,4,0,0
2018-07-16,3592,36.32,21.86,,100000.0,6,0,0
2018-07-13,3592,4.91,4.69,,100000.0,2,0,0
2018-07-10,3592,4.81,4.5,,100000.0,2,0,0
2018-07-09,3592,20.05,18.84,,100000.0,5,0,0
2018-06-29,3592,17.89,11.96,,100000.0,7,0,0
2018-06-28,3592,7.44,5.79,,100000.0,11,0,0
2018-06-27,3592,6.94,2.96,,100000.0,5,0,0
2018-06-26,3592,18.93,12.36,,100000.0,5,0,0
2018-06-25,3592,14.52,8.33,,100000.0,6,0,0
2018-06-24,3592,24.25,22.89,,100000.0,2,0,0
2018-06-23,3592,181.67,171.2,,100000.0,6,0,0
2018-06-22,3592,58.5,41.67,,100000.0,13,0,0
2018-06-21,3592,261.93,230.21,,100000.0,11,0,0
2018-06-20,3592,13.7,12.66,,100000.0,4,0,0
2018-06-18,3592,27.2,23.36,,100000.0,6,0,0
2018-06-17,3592,9.64,4.85,,100000.0,4,0,0
2018-06-15,3592,2.0,0.78,,100000.0,1,0,0
2018-06-14,3592,9.03,7.5,,100000.0,2,0,0
2018-06-13,3592,814.92,624.68,,100000.0,53,0,0
2018-06-12,3592,20.0,7.78,,100000.0,1,0,0
2018-06-11,3592,40.0,29.95,,100000.0,2,0,0
2018-06-10,3592,20.0,7.78,,100000.0,1,0,0
2018-06-09,3592,40.0,45.79,,100000.0,2,0,0
2018-06-06,3592,1246.0,1242.27,,100000.0,9,0,0
2018-06-02,3592,3.03,2.7,,100000.0,2,0,0
2018-05-03,3592,4000.0,3056.65,,100000.0,2,0,0
2018-05-02,3592,8000.0,4613.46,,100000.0,4,0,0
2018-05-01,3592,2786.8,2880.73,,100000.0,4,0,0
2018-04-28,3592,40.0,15.57,,100000.0,2,0,0
